TICKETS,FECHA,ZONAS,SUCURSALES,TECNICO REFERENTE,TRABAJO,PRIORIDAD,RUBRO,ESTADO,,CHECKLIST,TICKET RELACIONADO,OBSERVACIONES,RESPONSABLE,PRESUPUESTO,N PRESUP,IMAGEN,DIRECCION
1121-55868,29/11/2021,NORTE,Villa San Andres,Cuello Francisco Waldemar,A.A.S,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://lh6.googleusercontent.com/proxy/Dzu2gBP7v3HHa-bFZClckuNbffch8qCKM0vpHA9EohCglahkHQjTERs1rJEKlHPa7yaVHzHMdp4ncUd2VbJksitY9_yILCJ7ZbPcMW37dTZeQhJfvMO_R14X_p_W-vX9DUk47g5vmWYOtejydmDb5HCQbO2CB72I7Fs-NbuAP5G3=w408-h306-k-no,"Maestro Soule San Martin 501, B6720 San Andres de Giles, Provincia de Buenos Aires"
1121-55869,29/11/2021,NORTE,José C. Paz,Encalada Roberto Nahuel,A.A.,Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gqiAYJ30mWvbala4Wi3aRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.6145&pitch=0&thumbfov=100,"Roque Sáenz Peña 5009, B1665 José C. Paz, Provincia de Buenos Aires"
1121-55870,29/11/2021,CABA,Centro Distrib. Espec. Mte. Castro,Aquino Diego Daniel,Colocar dispenser de alcohol en gel/VER E-MAIL,Normal,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zgh3DSTZsTiXh7Yqr7IoeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.03868&pitch=0&thumbfov=100,"4799, C1417GAQ, Marcos Sastre 4751, C1417GAQ CABA"
1121-55871,29/11/2021,CABA,Flores,Aquino Diego Daniel,Sin luz,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipP7tAO7T1AlAbcVmrUrLsiQxH3pqmrvG1MC19DT=w408-h306-k-no,"Artigas, Gral. José Gervasio Artigas 40, C1406 Buenos Aires"
1121-55872,29/11/2021,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Camión atmosferico y retirar bomba/VER E-MAIL,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
1121-55873,29/11/2021,EDIFICIOS,Sede Central Operativa Mte. Grande 2,Almiron Sergio Octavio,Cerrajeria/Almiron,Normal,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPRDsDRKY7-qobCtJjGtH2p0PHsFOqDpS8tbGF7=w426-h240-k-no,"Av. V. Fair 1398-1300, El Jagüel, Provincia de Buenos Aires"
1121-55874,29/11/2021,EDIFICIOS,Edificio French,Aquino Diego Daniel,"Inodoros, mochilas y puerta del baño/Montenegro",Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
1121-55875,29/11/2021,OESTE,El Palomar,Encalada Roberto Nahuel,Filtración,Emerg prog,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMcaokdcCLvcERO3pnFGpTTUYYyhPsEhBhlKb7o=w408-h306-k-no,"Ing Guillermo Marconi 6595, B1684 Cdad. Jardin Lomas de Palomar, Provincia de Buenos Aires"
1121-55876,29/11/2021,CABA,CDD 30,Aquino Diego Daniel,Filtración,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YJwOSzXFJeDtEICacLkKdA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=150.18808&pitch=0&thumbfov=100,Av. Monroe 3390 C1430BKN CABA
1121-55877,30/11/2021,EDIFICIOS,Edificio French,Aquino Diego Daniel,Desarme y armado de escritorios/Vanina Barreiro,Normal,VARIOS,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
1121-55878,30/11/2021,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Cerrajeria/Penayo Acosta,Normal,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
1121-55879,30/11/2021,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Manija de la ventana/Grimaldi,Normal,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
1121-55880,30/11/2021,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,"Tubos, mochila y puertas baños/Sergio Susco",Emerg prog,VARIOS,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
1121-55881,30/11/2021,CABA,Barrio Norte,Aquino Diego Daniel,Filtraciones,Emerg prog,CIVIL,REALIZADO,,,,presup. aprob.,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Yn9timrFkP1MgByJnx5ODg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=295.00632&pitch=0&thumbfov=100,"Av. Pueyrredón 1352, C1118AAQ CABA"
1121-55882,30/11/2021,CABA,Centro Distrib. Espec. Mte. Castro,Aquino Diego Daniel,Acta del Gobierno de la Ciudad/VER E-MAIL-Pintos Barbieri,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,presup. aprob.,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zgh3DSTZsTiXh7Yqr7IoeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.03868&pitch=0&thumbfov=100,"4799, C1417GAQ, Marcos Sastre 4751, C1417GAQ CABA"
1121-55883,30/11/2021,CABA,Barrio Norte,Aquino Diego Daniel,Pintura,Emerg prog,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Yn9timrFkP1MgByJnx5ODg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=295.00632&pitch=0&thumbfov=100,"Av. Pueyrredón 1352, C1118AAQ CABA"
1221-55884,1/12/2021,NORTE,CDD J. C. Paz,Encalada Roberto Nahuel,Mochila,Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gqiAYJ30mWvbala4Wi3aRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.6145&pitch=0&thumbfov=100,"Roque Sáenz Peña no 5009, José C. Paz, Provincia de Buenos Aires"
1221-55885,1/12/2021,NORTE,Benavidez,Cuello Francisco Waldemar,Luminarias,Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipN3YJFsOa3gSJDZuCzEjnTivvqlYIasWcfSLiTt=w408-h725-k-no,"IQA, Av. Benavídez 2680, B1621 Benavidez, Provincia de Buenos Aires"
1221-55886,1/12/2021,OESTE,El Palomar,Encalada Roberto Nahuel,Mochila,Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMcaokdcCLvcERO3pnFGpTTUYYyhPsEhBhlKb7o=w408-h306-k-no,"Ing Guillermo Marconi 6595, B1684 Cdad. Jardin Lomas de Palomar, Provincia de Buenos Aires"
1221-55887,1/12/2021,OESTE,CDD El Palomar,Encalada Roberto Nahuel,"Portero, tapas inodoro y tubos",Normal,VARIOS,REALIZADO,,,,,,,,SUC_Images/170.IMAGEN.115512.png,"Marconi y, Rosetti, El Palomar, Provincia de Buenos Aires"
1221-55888,1/12/2021,NORTE,CDD Campana,Cuello Francisco Waldemar,Puertas del baño,Emerg prog,SANITARIO,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m-PKN82ZLaVi34XTPRPGTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.79955&pitch=0&thumbfov=100,"San Martín 274, B2804 Campana, Provincia de Buenos Aires"
1221-55889,1/12/2021,OESTE,CDD Laferrere,Encalada Roberto Nahuel,Puerta exclusa,Emerg prog,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VwJ7EJgK9zRIn2cUeGOtOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=229.3871&pitch=0&thumbfov=100,"B1757CLD, Cnel. Montt 3932, B1757CLD Gregorio de Laferrere, Provincia de Buenos Aires"
1221-55890,1/12/2021,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Cerrajeria/Mariano Kovacic,Normal,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
1221-55891,1/12/2021,SUR,CDD Monte Grande,Sarmiento Ariel,Tubos,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,SUC_Images/244.IMAGEN.190116.png,"Vicente López 448, B1842AUJ Monte Grande, Provincia de Buenos Aires"
1221-55892,1/12/2021,EDIFICIOS,Planta Tortuguitas,Rodriguez Basualdo Jose Luis,Reparar tablero 8/Carolina Diaz,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPqv3sg6IYJHzQwMqZ16zY_RyrfO09qdvbK5X-f=w408-h306-k-no,"B1667JHH, Estados Unidos 4602-5100, B1667JHH Area de Promoción El Triángulo, Provincia de Buenos Aires"
1221-55893,1/12/2021,NORTE,CDD Pilar,Cuello Francisco Waldemar,Tubos,Normal,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qrdd_qWbEdjN8pCxJcD_DQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.97855&pitch=0&thumbfov=100,"Av. Tomás Márquez 1294, Pilar Centro, Provincia de Buenos Aires"
1221-55894,1/12/2021,CABA,Villa Urquiza,Aquino Diego Daniel,Pasapaquetes,Emerg prog,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uumhUc7LRrXN3Udl3AMh7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=152.50993&pitch=0&thumbfov=100,"Av. Monroe 5254, Buenos Aires"
1221-55895,1/12/2021,CABA,Sede Central Operativa Mte. Grande 2,Almiron Sergio Octavio,Luminarias/Gabriela Fernandez,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPRDsDRKY7-qobCtJjGtH2p0PHsFOqDpS8tbGF7=w426-h240-k-no,"Av. V. Fair 1398-1300, El Jagüel, Provincia de Buenos Aires"
1221-55896,1/12/2021,OESTE,Agencia Fco. Alvarez,Encalada Roberto Nahuel,Temas electricos,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipODCsca5gDnVgcxQPSTpjLA82Za2sag46Ttqlss=w408-h725-k-no,"Diario la Nacion 2052, B1746 Francisco Alvarez, Provincia de Buenos Aires"
1221-55897,1/12/2021,EDIFICIOS,Edificio French,Aquino Diego Daniel,Ceramicas e inodoro/Hernan Marti,Normal,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
1221-55898,1/12/2021,SUR,CDD Longchamps,Sarmiento Ariel,Baños,Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yeR42ZSkhhvv2dxUhwoyRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=291.64496&pitch=0&thumbfov=100,"Belgrano Dr, Manuel Belgrano 1453, B1854 Longchamps, Provincia de Buenos Aires"
1221-55899,1/12/2021,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Zocalo/Alejandro Guerrero,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
1221-55900,1/12/2021,CABA,Centro Distrib. Espec. Mte. Castro,Aquino Diego Daniel,Tablero de bombeo/Astudillo,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zgh3DSTZsTiXh7Yqr7IoeA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.03868&pitch=0&thumbfov=100,"4799, C1417GAQ, Marcos Sastre 4751, C1417GAQ CABA"
1221-55901,1/12/2021,OESTE,La Tablada,Encalada Roberto Nahuel,Reparar mueble,Normal,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tVzbaGmsc4CYCS7oCrVoEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=327.75244&pitch=0&thumbfov=100,"CBC, Av. Crovara 3035, B1766 La Tablada, Provincia de Buenos Aires"
1221-55902,1/12/2021,CABA,Villa Crespo,Aquino Diego Daniel,Cortina,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mVfo1PjAPLUQ8Iojm-fKAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=324.45154&pitch=0&thumbfov=100,"Raúl Scalabrini Ortiz 176, C1414DNO CABA"
1221-55903,2/12/2021,NORTE,CDP Vte. Lopez/Pelliza 3780,Cuello Francisco Waldemar,Portón,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gID75-35HrlbCpGAW6m6UQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.45749&pitch=0&thumbfov=100,"Mariano Pelliza 3750, B1636FER Olivos, Provincia de Buenos Aires"
1221-55904,2/12/2021,NORTE,CDP Vte. Lopez/Pelliza 3780,Cuello Francisco Waldemar,Sirena salida de las camionetas,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gID75-35HrlbCpGAW6m6UQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.45749&pitch=0&thumbfov=100,"Mariano Pelliza 3750, B1636FER Olivos, Provincia de Buenos Aires"
1221-55905,2/12/2021,SUR,Monte Grande,Sarmiento Ariel,Reparar piso,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E3VHyHOigf70OGrcE0sE3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=40.42199&pitch=0&thumbfov=100,"Vicente López 448, B1842AUJ Monte Grande, Provincia de Buenos Aires"
1221-55906,2/12/2021,OESTE,CDD Morón,Encalada Roberto Nahuel,Filtración del baño,Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XTLs7xW8AKbn_6tXGOALqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.12897&pitch=0&thumbfov=100,"República Oriental del Uruguay 346, B1708JFH Morón, Provincia de Buenos Aires"
1221-55907,2/12/2021,CABA,CDD 23,Aquino Diego Daniel,Mochila e inodoro,Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PjPd-vsjds5PlI2FCQtIiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.5941&pitch=0&thumbfov=100,"La Rioja 1189, C1221ACM CABA*"
1221-55908,2/12/2021,EDIFICIOS,Edificio French,Aquino Diego Daniel,Armado de escritorio/Ramponi,Normal,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
1221-55909,2/12/2021,OESTE,El Palomar,Encalada Roberto Nahuel,Ventilador de techo colgando,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMcaokdcCLvcERO3pnFGpTTUYYyhPsEhBhlKb7o=w408-h306-k-no,"Ing Guillermo Marconi 6595, B1684 Cdad. Jardin Lomas de Palomar, Provincia de Buenos Aires"
1221-55910,2/12/2021,EDIFICIOS,Sede Central Operativa Mte. Grande 2,Almiron Sergio Octavio,Filtraciones/Lauro,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPRDsDRKY7-qobCtJjGtH2p0PHsFOqDpS8tbGF7=w426-h240-k-no,"Av. V. Fair 1398-1300, El Jagüel, Provincia de Buenos Aires"
1221-55911,3/12/2021,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Placas del techo/Bigos,Normal,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
1221-55912,3/12/2021,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Independizar iluminación/Pablo Canovas,Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
1221-55913,3/12/2021,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Tubos/Griselda Olmedo,Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
1221-55914,3/12/2021,EDIFICIOS,Edificio French,Aquino Diego Daniel,Placas del techo/Ramponi,Normal,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
1221-55915,3/12/2021,EDIFICIOS,Edificio French,Aquino Diego Daniel,Cerrajeria/Suriano,Emerg prog,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
1221-55916,3/12/2021,EDIFICIOS,Planta Retiro,Jara Benitez Rodrigo,Tubos/Jorge Yagusz,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,SUC_Images/8.IMAGEN.024956.png,"Av. Antártida Argentina 1100, C1104 CABA"
1221-55917,3/12/2021,SUR,Cruce Varela,Sarmiento Ariel,Pérdida de agua en aires,Emerg prog,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMogzJcwjdZ9HNXEEePB3bw87COHBfzsOSpqFAr=w426-h240-k-no,"Cno. Gral. Manuel Belgrano 6385, B1888 Florencio Varela, Provincia de Buenos Aires"
1221-55918,3/12/2021,OESTE,CDD 39,Aquino Diego Daniel,Filtración,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bOtlCamJ8rZ7m7KbNmEUqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=214.8946&pitch=0&thumbfov=100,Murguiondo 3961 C1439FQU CABA
1221-55919,6/12/2021,SUR,Remedios de Escalada,Sarmiento Ariel,Sotano inundado,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y62mifOMfuvRsHSntHYjfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.86484&pitch=0&thumbfov=100,"Av. Hipolito Yrigoyen 6133, B1826DQI Remedios de Escalada, Provincia de Buenos Aires"
1221-55920,6/12/2021,CABA,CDD 39,Aquino Diego Daniel,Salta la tèrmica,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bOtlCamJ8rZ7m7KbNmEUqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=214.8946&pitch=0&thumbfov=100,Murguiondo 3961 C1439FQU CABA
1221-55921,6/12/2021,OESTE,CDD Morón,Encalada Roberto Nahuel,Modificar final de carrera/VER E-MAIL,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XTLs7xW8AKbn_6tXGOALqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.12897&pitch=0&thumbfov=100,"República Oriental del Uruguay 346, B1708JFH Morón, Provincia de Buenos Aires"
1221-55922,6/12/2021,CABA,Belgrano,Aquino Diego Daniel,Trabajos varios/VER E-MAIL,Emerg prog,VARIOS,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=14A-qhUz_cYp4lQImVyGtg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.51719&pitch=0&thumbfov=100,"Av. Cabildo 2349, C1428AAF CABA"
1221-55923,6/12/2021,NORTE,Florida,Cuello Francisco Waldemar,Pasa encomiendas y ventilador de techo,Emerg prog,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ag43IIYiXj74tCETtkBOyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.7589&pitch=0&thumbfov=100,"Gral. José de San Martín 2849, B1602 Florida, Provincia de Buenos Aires"
1221-55924,6/12/2021,EDIFICIOS,Edificio French,Aquino Diego Daniel,Tubos/Cottura,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
1221-55925,6/12/2021,NORTE,CDP Vte. Lopez/Pelliza 3780,Cuello Francisco Waldemar,Baño,Emerg prog,SANITARIO,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gID75-35HrlbCpGAW6m6UQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.45749&pitch=0&thumbfov=100,"Mariano Pelliza 3750, B1636FER Olivos, Provincia de Buenos Aires"
1221-55926,6/12/2021,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Cerrajerìa/Sandra Rosales,Normal,CIVIL,REALIZADO,,,,,,,,https://silvestrijuanpablo.files.wordpress.com/2020/03/correo-monte-grande-4.jpeg?w=1024,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
1221-55927,6/12/2021,SUR,Gerli,Sarmiento Ariel,Llave de luz y tubos,Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,SUC_Images/205.IMAGEN.014820.png,"Av. Hipólito Yrigoyen 2317, B1823 Gerli, Provincia de Buenos Aires"
1221-55928,6/12/2021,CABA,Flores,Aquino Diego Daniel,Ventilador y A.A.,Emerg prog,VARIOS,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipP7tAO7T1AlAbcVmrUrLsiQxH3pqmrvG1MC19DT=w408-h306-k-no,"Artigas, Gral. José Gervasio Artigas 40, C1406 Buenos Aires"
1221-55929,6/12/2021,CABA,Avenida de Mayo,Aquino Diego Daniel,Puerta baño damas,Normal,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nSqie0YrKSBmjDAISFyCXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=163.1442&pitch=0&thumbfov=100,"Av. de Mayo 770, C1084 AAP, Buenos Aires"
1221-55931,6/12/2021,EDIFICIOS,Edificio French,Aquino Diego Daniel,Pérdidas de agua y filtraciones/Ramponi,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
1221-55932,6/12/2021,OESTE,CDP Morón/Entre Rios 1036/56,Encalada Roberto Nahuel,Baño damas 1º piso,Emerg prog,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNB_6U9JXhyhpq_ze47uuj1AVfYTZnVQjEvEd7a=w480-h240-k-no,"Entre Ríos 1098, B1708DRO Morón, Provincia de Buenos Aires"
1221-55930,7/12/2021,NORTE,CDD San Miguel,Encalada Roberto Nahuel,Sin luz y filtraciones,Emerg. Alta,VARIOS,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZPWub2nJ8CUWyEcbIua0lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.23642&pitch=0&thumbfov=100,"Belgrano 1374, B1663NMA San Miguel, Provincia de Buenos Aires"
1221-55933,7/12/2021,NORTE,CDD Manuel Alberti,Cuello Francisco Waldemar,Puerta de ingreso,Emerg prog,CIVIL,REALIZADO,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-2x.png,"Hipólito Yrigoyen 651-699, B1664 Manuel Alberti, Provincia de Buenos Aires"
1221-55934,7/12/2021,SUR,CDD Merlo,Encalada Roberto Nahuel,Mingitorios,Normal,SANITARIO,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=whu_ZLx0juXJQzSpoHukcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.47855&pitch=0&thumbfov=100,"Av. del Libertador no 556, Merlo, Provincia de Buenos Aires"
1221-55935,7/12/2021,OESTE,CDD Ramos Mejia,Encalada Roberto Nahuel,Pérdida en A.A.,Normal,CIVIL,REALIZADO,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LpASo17n_LbiSOMFDBUz_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.29376&pitch=0&thumbfov=100,"Av. Rivadavi:a 14178, Ramos Mejía, Provincia de Buenos Aires"
1221-55936,7/12/2021,EDIFICIOS,Edificio French,Aquino Diego Daniel,Cortina roller/Ramponi,Normal,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
1221-55937,7/12/2021,EDIFICIOS,Edificio French,Aquino Diego Daniel,Puerta/Ramponi,Normal,CIVIL,REALIZADO,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM6IKo4-50uwWYTCYaDWGBcmyX2K9MSTehO1TSl=w408-h725-k-no,"Brandsen 2070, C1295 CABA"
